stimulus_id,condition,stimulus,pPMI_lag2
243sentences.78,within_sent_random_lowPMI,tool digital powerful is for animation a modern education,34.304180218118915
243sentences.79,within_sent_random_lowPMI,help graphics the as field ask broadens actually computer of if must we graphics students,34.98317097822021
243sentences.80,within_sent_random_lowPMI,does and digital classroom can vivid in research the that be suggest engaging imagery effective,33.935792395092804
243sentences.81,within_sent_random_lowPMI,reason first school to was came place the the law he cliche in,28.105135889824492
243sentences.82,within_sent_random_lowPMI,wanted better change the things he to for,16.11752954276574
243sentences.83,within_sent_random_lowPMI,pulled school at the all-nighter director one he he an evening program when had recalled law and,35.065081261459554
243sentences.84,within_sent_random_lowPMI,drafting several evicted families they at petition for finally sunrise a finished,32.21353848034243
243sentences.85,within_sent_random_lowPMI,education the past has legal up four cost the relentlessly decades gone over of,29.5827859003922
243sentences.86,within_sent_random_lowPMI,by the school 1970s private four factor increased since law a of tuition,28.30779535699909
243sentences.87,within_sent_random_lowPMI,eventually lawyers new admission crash could school the for for law and market to,31.208833869160017
243sentences.88,within_sent_random_lowPMI,law law minimal faculty actually often school in have experience practicing,30.08717513754425
243sentences.89,within_sent_random_lowPMI,journals articles prestigious law on for review professors focus writing,37.74526919792794
243sentences.90,within_sent_random_lowPMI,on feudal schools property in topics with theoretical often law law emphasize the classes england like,34.09606909243224
243sentences.91,within_sent_random_lowPMI,increasingly preventive involved in pharmacists care are,24.27396775623136
243sentences.92,within_sent_random_lowPMI,people because advisers pharmacies are health go becoming they front-line to often,21.840238341686515
243sentences.93,within_sent_random_lowPMI,about public of are a information good often source pharmacists health,24.343065284785
243sentences.94,within_sent_random_lowPMI,know consult because lot effects drug side doctors pharmacists about with they and a interactions,28.598463741280355
243sentences.95,within_sent_random_lowPMI,to the about of safe pharmacists offer prescription patients dispense and use medications advice drugs,53.81374231535934
243sentences.96,within_sent_random_lowPMI,screenings also provide and and health they vaccines conduct wellness,26.899967479629645
243sentences.97,within_sent_random_lowPMI,have two pass professional in licensed and to order degrees must pharmacists exams be,36.865398569525325
243sentences.98,within_sent_random_lowPMI,as chose pharmacist think to profession chose i as the a much me be pharmacy i,33.93669532525696
243sentences.99,within_sent_random_lowPMI,neatly child bottles in by as the a pharmacies fascinated arranged was i,29.525486054314356
243sentences.100,within_sent_random_lowPMI,the it's know but love cliche have impact i i patients lives my that i on of,26.161076922069963
243sentences.101,within_sent_random_lowPMI,potentially her person to or situations has each response his stressful own,25.62323850260607
243sentences.102,within_sent_random_lowPMI,person by may while stressful one unemployment may fulltime devastated another be working find,24.717146336141056
243sentences.103,within_sent_random_lowPMI,are everyday like there being in traffic stresses stuck,22.295643122327746
243sentences.104,within_sent_random_lowPMI,of divorce are a child also there traumatic such loss stresses or as,36.23420864246385
243sentences.105,within_sent_random_lowPMI,people of can stress different some adapt levels to,25.426413098983183
243sentences.106,within_sent_random_lowPMI,stress health dealt a though not with toll take if effectively real can on,23.56124436641122
243sentences.107,within_sent_random_lowPMI,stress to that harmful beneficial it your remember it's be reaction will if that determines or,43.43314024511919
243sentences.108,within_sent_random_lowPMI,company worried stressed my downsizing i and was when incredibly felt,22.44696137975253
243sentences.109,within_sent_random_lowPMI,race for dizzy i reason heart at even no would my and felt times,19.100833699325488
243sentences.110,within_sent_random_lowPMI,manage then yoga i to to taking stress my level started try,16.466807101285216
243sentences.111,within_sent_random_lowPMI,jet satin tuxedo the with man wore stripes black a,56.79831596488891
243sentences.112,within_sent_random_lowPMI,latest made cut rich style with was in the fabric it,21.8492228768483
243sentences.113,within_sent_random_lowPMI,man he it fit as tailored had clearly it perfectly the,27.583621255624728
243sentences.114,within_sent_random_lowPMI,professional out would have something formal looked picked for like stylist event it a a,35.51159090342683
243sentences.115,within_sent_random_lowPMI,still grooms the statements personal making tuxedo preferred are is attire today's while in wedding,32.96458696382948
243sentences.116,within_sent_random_lowPMI,the fashion shorter of wedding on cutting jackets are men edge for,20.8157082143554
243sentences.117,within_sent_random_lowPMI,tuxedos shirts up also colorful their grooms and satin are jazzing with ties,41.808950468661024
243sentences.118,within_sent_random_lowPMI,silk jacket a with black tuxedo tailless a is jacket dinner lapels,93.50251080986408
243sentences.119,within_sent_random_lowPMI,a black perfect should the to jacket trousers tie be tuxedo match,34.462584855446025
243sentences.120,within_sent_random_lowPMI,the jacket match and should and plain black should be white the be the shirt lapels always tie,43.62211945601499
243sentences.121,within_sent_random_lowPMI,pianist went adulthood in blind the concert,17.762262566511236
243sentences.122,within_sent_random_lowPMI,her slowly was genetic blindness by eyes the condition a damaged that caused,31.37678049861557
243sentences.123,within_sent_random_lowPMI,told that advantage a she blind to interviewers being an was pianist,28.471203877981754
243sentences.124,within_sent_random_lowPMI,she concentrate had so music visual her she more no on fully could distractions,27.32991220314273
243sentences.125,within_sent_random_lowPMI,for the vision activities life defines insufficient as of blindness the ordinary government,32.52102789908048
243sentences.126,within_sent_random_lowPMI,blind resources by legal legally the parameters focused establishing of the can on be blindness,38.70197264844915
243sentences.127,within_sent_random_lowPMI,have this vision who who overlook do but meet may standard not those problems the,31.80104486359373
243sentences.128,within_sent_random_lowPMI,countries in disease by blindness is children and in usually infectious caused deficiencies nutritional developing,53.754090904469315
243sentences.129,within_sent_random_lowPMI,supplements be causes by can and often prevented these vitamin medicine,17.914572520350568
243sentences.130,within_sent_random_lowPMI,developed caused likely to genetic countries in is more by blindness be problems,21.26396641905009
243sentences.131,within_sent_random_lowPMI,no one exactly your brain to taste really mouth how from gets knows your a,40.35618491465059
243sentences.132,within_sent_random_lowPMI,process the a molecule a think bud touches of begins food when scientists cell taste,38.97350758703296
243sentences.133,within_sent_random_lowPMI,carries a taste beneath message cell cell nerves to the taste the,32.04608979281703
243sentences.134,within_sent_random_lowPMI,once bud to of it the basic one taste responded believed that each tastes was four,30.193756295816122
243sentences.135,within_sent_random_lowPMI,of on only is you tip sweet something taste the a were if the that tongue respond eating bud would,46.726839638695004
243sentences.136,within_sent_random_lowPMI,sensitive now single a to all bud basic can of the think taste that scientists be tastes,39.60886688821779
243sentences.137,within_sent_random_lowPMI,sense isn't my eat good of strong foods with very flavors to so i very tend taste,31.62537814072501
243sentences.138,within_sent_random_lowPMI,of sauce coffee i like no very so drink with bitter i it's hot and lots cream my,41.48437129848857
243sentences.139,within_sent_random_lowPMI,so cookies extra add can't i when sweetness taste i i even well sugar make,31.209676254921266
243sentences.140,within_sent_random_lowPMI,real hip problem are aging for fractures a individuals,24.62446407992073
243sentences.141,within_sent_random_lowPMI,the difficult of with and are healing process pain faced break the of the patients,32.73261861645804
243sentences.142,within_sent_random_lowPMI,loss the adjust have independence patient's to of to families,16.15574476432994
243sentences.143,within_sent_random_lowPMI,fractures substantial hospital and for hip and involve society in time the expense,28.226861042770228
243sentences.144,within_sent_random_lowPMI,heard snapping halfway the like a fingers race someone sound i through their,28.67804856129392
243sentences.145,within_sent_random_lowPMI,and that my foot i instantly a knew i felt broken was crunch,24.109806933669066
243sentences.146,within_sent_random_lowPMI,running every on felt spikes like step,17.71366178539612
243sentences.147,within_sent_random_lowPMI,the at office clearly x-ray fracture the the doctor's afterward showed,14.378833226237488
243sentences.148,within_sent_random_lowPMI,are types a few bone different fracture of there,30.330213049165625
243sentences.149,within_sent_random_lowPMI,broken the fractures but the is simple skin bone closed or is intact in,38.7336767876096
243sentences.150,within_sent_random_lowPMI,the compound and broken punctured or an in the has skin fractures bone open wound produced open,56.80642489198959
243sentences.151,within_sent_random_lowPMI,not ear new cleaned become infected piercings if can they're carefully,18.3791588555322
243sentences.152,within_sent_random_lowPMI,around the infection or tenderness redness earlobe signs of swelling include,34.39433029761049
243sentences.153,within_sent_random_lowPMI,if these clean ointment the some area you and see symptoms apply,21.15778597427932
243sentences.154,within_sent_random_lowPMI,provider if the health your don't redness away care contact and swelling go,30.951025697891637
243sentences.155,within_sent_random_lowPMI,to hospital new initiated has local infections reduce a measures,24.221857662740547
243sentences.156,within_sent_random_lowPMI,infected improved are hand that from patients have and ensured patients habits isolated washing other they,31.09452767851337
243sentences.157,within_sent_random_lowPMI,since began rates measures hospital the has infection drop new seen the,21.642540112639324
243sentences.158,within_sent_random_lowPMI,wound scrubbing delays increases which a the soap risk with infection healing alcohol or of,50.57904959422637
243sentences.159,within_sent_random_lowPMI,band-aids heat infection moisture in can risk and holding by of the increase,28.69662444907784
243sentences.160,within_sent_random_lowPMI,can be easily fortunately infections they are most once skin treated diagnosed,45.30452434714378
243sentences.161,within_sent_random_lowPMI,sixteenth end modern of opera started at the century the,24.66873611826275
243sentences.162,within_sent_random_lowPMI,and to it an effort as rediscover imitate began tragic performance greek,23.58321630706799
243sentences.163,within_sent_random_lowPMI,their antiquity subject early tales for matter founders of chose opera from,26.64965281054637
243sentences.164,within_sent_random_lowPMI,traditions different out branched operas stories into sources of later and musical,32.621006707543174
243sentences.165,within_sent_random_lowPMI,music that singers in words and form is a and play perform opera art combines which an musicians,57.2733922282841
243sentences.166,within_sent_random_lowPMI,acting such spoken the incorporates of costumes theatre it of elements and scenery as many,39.70548664515335
243sentences.167,within_sent_random_lowPMI,opera orchestra typically accompanied given an and house are by an performances in,33.60274094532674
243sentences.168,within_sent_random_lowPMI,has opera the the role the win production hard worked new singer in to,34.32303122511873
243sentences.169,within_sent_random_lowPMI,just her not job about singing is,19.964486487326127
243sentences.170,within_sent_random_lowPMI,critical presence all acting and interpretation musical stage are,17.264600970324047
243sentences.171,within_sent_random_lowPMI,certainly star voice pure but of show the the her strong is,22.839079327811852
243sentences.172,within_sent_random_lowPMI,must in a a while painting completing keep elements many painter mind,27.342861884651903
243sentences.173,within_sent_random_lowPMI,and solid like has design composition to she lighting strong elements of use,22.265139174423343
243sentences.174,within_sent_random_lowPMI,the skill she brush execute with has to strokes,14.387398876323545
243sentences.175,within_sent_random_lowPMI,a most the content the the painter's of reveal importantly of painting should glimpse soul,28.441196856317514
243sentences.176,within_sent_random_lowPMI,painters creative employed artisans than long as skilled artists as ago more were,45.720526203273344
243sentences.177,within_sent_random_lowPMI,and court of the prominent however had status the members of scholars painters royal social,32.44046940482935
243sentences.178,within_sent_random_lowPMI,their their subject on a they personal patrons its and signed with established imagery and work decided relationship,44.305529847108296
243sentences.179,within_sent_random_lowPMI,to the on painting i on the and actual as focus learned painter scene itself less more a,36.99068538383803
243sentences.180,within_sent_random_lowPMI,artist's that within eye of not is camera a to has lens vision an everything its field record,39.86824559500533
243sentences.181,within_sent_random_lowPMI,but more useful needed painting i than good is provides for a nature found information,40.026989489550346
243sentences.182,within_sent_random_lowPMI,impressive owl eagle the is bird an,28.64872997832977
243sentences.183,within_sent_random_lowPMI,ear like has stick horns up tufts it that,19.87032394890684
243sentences.184,within_sent_random_lowPMI,they pierce right creepy you orange through like are eyes downright could and large look its,36.98893709172153
243sentences.185,within_sent_random_lowPMI,this hunts flying swiftly at the night and silently darkness owl through,43.518332991981794
243sentences.186,within_sent_random_lowPMI,species while become are have owl others endangered some thriving,26.674181158884107
243sentences.187,within_sent_random_lowPMI,well owl previous beyond its has spread barred the habitat,32.03770050193398
243sentences.188,within_sent_random_lowPMI,early findings facilitated that may logging owl's invasion suggest have the barred,20.02372785287913
243sentences.189,within_sent_random_lowPMI,branch talons landed her a owl it thick the on and with gripped,31.563466805758146
243sentences.190,within_sent_random_lowPMI,eye wings settled pressed half-closing she to and sides down her an her,27.418202646272146
243sentences.191,within_sent_random_lowPMI,for of have she eyes been glow might her statue a the but,22.771603518329268
243sentences.192,within_sent_random_lowPMI,floating unnerving watch a bear across sea to it's stalk ice polar,26.4875354605062
243sentences.193,within_sent_random_lowPMI,beneath in when frigid even the it's huge directly the submerged waters you animal are worse,38.69763671691933
243sentences.194,within_sent_random_lowPMI,paws polar set overhead down the its the as ice giant prey bear on pursued,41.69060897130355
243sentences.195,within_sent_random_lowPMI,crew i shots as capturing film months polar spent documentary for a bear the part of these,43.74328020138337
243sentences.196,within_sent_random_lowPMI,people polar than the or of for attack other confusion reasons will animals one fear bears few that are,44.2055503128006
243sentences.197,within_sent_random_lowPMI,may environment live a attack they out they food-scarce hunger of in because,21.049946643159426
243sentences.198,within_sent_random_lowPMI,up to sneak slowly people their energy they careful on conserve will,32.334001334155545
243sentences.199,within_sent_random_lowPMI,bear's an diet seal part polar is the the of important,16.357888148029172
243sentences.200,within_sent_random_lowPMI,when are on ice will seals stalk or that breathing a hole they seal's basking wait the hunting by,47.77333477983584
243sentences.201,within_sent_random_lowPMI,the crawl bear quietly place seal freeze around in looks when polar the will and forward,33.55940426989019
243sentences.202,within_sent_random_lowPMI,not castle a structure for was the defense built primarily medieval,28.626709617395026
243sentences.203,within_sent_random_lowPMI,its its to was surroundings dominate purpose,14.927699737264314
243sentences.204,within_sent_random_lowPMI,walk castle a day's easily lands control within a could,18.988958773198174
243sentences.205,within_sent_random_lowPMI,protection inside peasants attack brought property walls of castle's could and times livestock be the for during,25.23575801175701
243sentences.206,within_sent_random_lowPMI,stormy in castles dramatic of the locations history provide record many of a regions spectacular,52.63252758011014
243sentences.207,within_sent_random_lowPMI,cliffs beautiful and stand quaint rocky villages they today atop overlooking landscapes,32.675416165716115
243sentences.208,within_sent_random_lowPMI,and home were they intrigue the past to battles plots in,25.8680143819493
243sentences.209,within_sent_random_lowPMI,a a looming leaving saw we magnificent station on above built upon train cliff hotel our the castle,57.57833061271641
243sentences.210,within_sent_random_lowPMI,walls the outside feet river sheltered an courtyard the of hundreds inner above thick,47.15838278253589
243sentences.211,within_sent_random_lowPMI,incredible but tower our an view had scary slightly rooms,13.787182814313026
243sentences.212,within_sent_random_lowPMI,feet small side the a me the climbing after pyramid gestured entranceway man up of fifty black into the,41.71380607727504
243sentences.213,within_sent_random_lowPMI,center chamber at into pyramid's led the the this,15.376727230058204
243sentences.214,within_sent_random_lowPMI,steep dark narrow him followed the passage down i,26.093308727880643
243sentences.215,within_sent_random_lowPMI,the the the thick chalky was air and smell was pyramid inside,38.4623027949234
243sentences.216,within_sent_random_lowPMI,the more just the the pyramids of represented the king pride of tomb nation than,40.501956946009386
243sentences.217,within_sent_random_lowPMI,in their is the builders took the that craft evident care pyramid,29.819512719319874
243sentences.218,within_sent_random_lowPMI,fitted precisely polished pyramid until gleamed stones were structure the the covering together the and,37.98062346237164
243sentences.219,within_sent_random_lowPMI,of still constructed how mysteries the to architects are were working pyramids solve,37.4008277361504
243sentences.220,within_sent_random_lowPMI,the blocks raise think walls built ramps pyramid's were some inside stone to,31.97670772559775
243sentences.221,within_sent_random_lowPMI,ramps speculate the the zigzagged of exterior pyramid that others up walls,16.20010455813282
243sentences.222,within_sent_random_lowPMI,takes and climbing even beginner courage strength rock,9.431414389723326
243sentences.223,within_sent_random_lowPMI,learning large climbers on who the sport boulders are scrambling try can,24.91672258159468
243sentences.224,within_sent_random_lowPMI,ropes they're they that begin climb safely faces using can comfortable rock to vertical with once,37.883899066202076
243sentences.225,within_sent_random_lowPMI,boys the on to all were trip rock of the new climbing,32.464478043103966
243sentences.226,within_sent_random_lowPMI,of many afraid were heights,14.426798918087544
243sentences.227,within_sent_random_lowPMI,knots someone helped and down check else having calm harnesses their them,23.654492449841666
243sentences.228,within_sent_random_lowPMI,set climbing beginners adults appropriate routes for the up,19.360231751036448
243sentences.229,within_sent_random_lowPMI,is rock one of free-climbing style particular climbing,18.55068957946466
243sentences.230,within_sent_random_lowPMI,skill relies the her rock and on face ascend physical climber a solely to strength,36.698419343540934
243sentences.231,within_sent_random_lowPMI,rope equipment only bolts are and the used,16.551261903139185
243sentences.232,within_sent_random_lowPMI,falls the they she only to meant climber are stop if,21.743638952530237
243sentences.233,within_sent_random_lowPMI,me buddies convinced steep skied my hesitantly trail that to try down the i,25.971510442765318
243sentences.234,within_sent_random_lowPMI,myself tumbling i and made down turn i a found bad,20.236552593188623
243sentences.235,within_sent_random_lowPMI,stop slope a to a i the part finally flat at of came,22.692032764615426
243sentences.236,within_sent_random_lowPMI,snow my poles be drift were the in a up and nowhere to my skis hill lodged found were,45.478881778831465
243sentences.237,within_sent_random_lowPMI,ski a how strength skiers use they of major poles is professional,18.955606583445803
243sentences.238,within_sent_random_lowPMI,and use balance proper skiing their of to their ski adds flair improves poles,40.32563283265935
243sentences.239,within_sent_random_lowPMI,movements for regain it upper body lost while need balance skiing minimizes the to,28.588703315038753
243sentences.240,within_sent_random_lowPMI,ski new turn stiffer and designs let more skiers boots quickly,22.076561536473
243sentences.241,within_sent_random_lowPMI,turns the and the twisting but increase force legs faster on tighter,35.147110085536795
243sentences.242,within_sent_random_lowPMI,particularly has to ligaments to more the skier's in knee this injuries led,22.38856886232981
384sentences.0,within_sent_random_lowPMI,portable an musical two accordion with is a instrument keyboards,25.68424755147139
384sentences.1,within_sent_random_lowPMI,keyboard notes used for one other chords is for individual the,32.03941596350232
384sentences.2,within_sent_random_lowPMI,that blow with through sound produce accordions bellows air reeds,20.462866758350337
384sentences.3,within_sent_random_lowPMI,the keyboards accordionist both opening plays closing bellows while an and,24.340341184726118
384sentences.4,within_sent_random_lowPMI,is apartment that home part building self-contained a of a is an,26.985660386615738
384sentences.5,within_sent_random_lowPMI,kitchen or as have one bathroom as more rooms and apartment well may a a an,24.846713370104798
384sentences.6,within_sent_random_lowPMI,some are for single people others apartments for families,23.169722492569854
384sentences.7,within_sent_random_lowPMI,space have garage the storage can or a building a laundry facility extra,51.530753101333865
384sentences.8,within_sent_random_lowPMI,green a apple that an be yellow fruit can or red is,42.62913787343877
384sentences.9,within_sent_random_lowPMI,pulp apples a skin and crisp seeds thin inside sweet have,36.150951795321994
384sentences.10,within_sent_random_lowPMI,cider very are make apples to some used tart,28.75051820630372
384sentences.11,within_sent_random_lowPMI,can roasted or pies in eaten be raw baked apples,56.182914179965906
384sentences.12,within_sent_random_lowPMI,or criminal burning wildland of act the is building arson a,32.06515253721389
384sentences.13,within_sent_random_lowPMI,fire was a fire arson accident or determines a investigation caused if by,45.32646646177682
384sentences.14,within_sent_random_lowPMI,cause be or collect done can to arson insurance to others damage,32.740759542588584
384sentences.15,within_sent_random_lowPMI,of harmed the depends people were whether crime the severity on,27.505855615282996
384sentences.16,within_sent_random_lowPMI,transporting a an wheeled for is automobile car passengers or vehicle,39.891846579033924
384sentences.17,within_sent_random_lowPMI,engine a by a be gasoline powered electric can or car,42.31944488445999
384sentences.18,within_sent_random_lowPMI,other car roads just steers on the sit the passengers driver,34.04185386877693
384sentences.19,within_sent_random_lowPMI,of of automobiles vary number size trunk type in and doors the,32.17107251623045
384sentences.20,within_sent_random_lowPMI,wood a axe tool and is to the cut split used,27.353333438068198
384sentences.21,within_sent_random_lowPMI,a consists attached axe a head usually handle to of the,25.030517713542622
384sentences.22,within_sent_random_lowPMI,were axe then of made historically and metal stone heads,19.891065816105282
384sentences.23,within_sent_random_lowPMI,and used axes entering firemen buildings woodcutters are by,22.314407459355827
384sentences.24,within_sent_random_lowPMI,a edible inside grows long is with soft in a bunchs banana a fruit that,40.56472998110992
384sentences.25,within_sent_random_lowPMI,and have yellow be red banana spots a when ripe or small can purple brown,56.47839414298007
384sentences.26,within_sent_random_lowPMI,producers india such countries the are ecuador tropical or as greatest,13.076176824194135
384sentences.27,within_sent_random_lowPMI,potatoes plantains bananas often staple and cooked and foods unripe are like,41.29870960017203
384sentences.28,within_sent_random_lowPMI,to in have place as piece sleep or bed of is sex a a a furniture used,30.173336864114237
384sentences.29,within_sent_random_lowPMI,and sheets box a spring plus a and made a covers bed of is mattress pillows,49.48858295383867
384sentences.30,within_sent_random_lowPMI,air water airbeds the filled filled and in it with waterbeds with is is in mattress,26.46032284554521
